漢字,読み
杯酒解怨,はいしゅかいえん
倍日幷行,ばいじつへいこう
吠日之怪,はいじつのあやしみ
買妻恥醮,ばいさいちしょう
梅妻鶴子,ばいさいかくし
杯賢杓聖,はいけんしゃくせい
敗軍之将,はいぐんのしょう
稗官野史,はいかんやし
吠影吠声,はいえいはいせい
佩韋佩弦,はいいはいげん
悖出悖入,はいしゅつはいにゅう
万里一空,ばんりいっくう
跛鼈千里,はべつ,も
白日昇天,はくじつしょうてん
白竜魚服,はくりょうぎょふく
攀竜附鳳,はんりょうふほう
万馬奔騰,ばんばほんとう
馬牛襟裾,ばぎゅうきんきょ
売剣買牛,ばいけんばいぎゅう
杯盤狼藉,はいばんろうぜき
博聞強記,はくぶんきょうき
万緑一紅,ばんりょくいっこう
反面教師,はんめんきょうし
万夫不当,ばんぷふとう
半農半漁,はんのうはんぎょ
半醒半睡,はんせいはんすい
伴食宰相,ばんしょくさいしょう
万死一生,ばんしいっせい
盤根錯節,ばんこんさくせつ
万国共通,ばんこくきょうつう
半官半民,はんかんはんみん
罵詈雑言,ばりぞうごん
跋山渉水,ばつざんしょうすい
抜山蓋世,ばつざんがいせい
八面六臂,はちめんろっぴ
八面玲瓏,はちめんれいろう
破綻百出,はたんひゃくしゅつ
拍手喝采,はくしゅかっさい
白紙撤回,はくしてっかい
薄志弱行,はくしじゃっこう
白紙委任,はくしいにん
白砂青松,はくしゃせいしょう
博学多才,はくがくたさい
博引旁証,はくいんぼうしょう
馬鹿丁寧,ばかていねい
馬鹿正直,ばかしょうじき
博覧強記,はくらんきょうき
破顔一笑,はがんいっしょう
半信半疑,はんしんはんぎ
波乱万丈,波瀾万丈
八方美人,はっぽうびじん
馬耳東風,ばじとうふう
百発百中,ひゃっぱつひゃくちゅう
牝牡驪黄,ひんぼりこう
貧富貴賤,ひんぷきせん
貧者一灯,ひんじゃのいっとう
牝鶏之晨,ひんけいのしん
飛竜乗雲,ひりょうじょううん
皮裏陽秋,ひりのようしゅう
摽末之功,ひょうまつのこう
百挙百捷,ひゃっきょひゃくしょう
飛揚跋扈,ひようばっこ
病入膏肓,びょうにゅうこうこう
漂蕩奔逸,ひょうとうほんいつ
廟堂之器,びょうどうのき
氷炭相愛,ひょうたんそうあい
豹死留皮,ひょうしりゅうひ
氷消瓦解,ひょうしょうがかい
剽疾軽悍,ひょうしつけいかん
氷姿雪魄,ひょうしせっぱく
百家争鳴,ひゃっかそうめい
飄忽震蕩,ひょうこつしんとう
氷肌玉骨,ひょうきぎょっこつ
氷甌雪椀,ひょうおうせつわん
謬悠之説,びゅうゆうのせつ
百歩穿楊,ひゃっぽせんよう
百古不磨,ひゃっこふま
百孔千瘡,ひゃっこうせんそう
百下百全,ひゃっかひゃくぜん
百花斉放,ひゃっかせいほう
百伶百利,ひゃくれいひゃくり
百里之命,ひゃくりのめい
百様玲瓏,ひゃくようれいろう
百味飲食,ひゃくみのおんじき
百福荘厳,ひゃくふくしょうごん
百八煩悩,ひゃくはちぼんのう
百年之柄,ひゃくねんのへい
百年之業,ひゃくねんのぎょう
百二山河,ひゃくにのさんが
百鍛千練,ひゃくたんせんれん
百代過客,ひゃくだいのかかく
百戦百勝,ひゃくせんひゃくしょう
百川帰海,ひゃくせんきかい
百世不磨,ひゃくせいふま
百世之利,ひゃくせいのり
百世之師,ひゃくせいのし
百縦千随,ひゃくしょうせんずい
百姓一揆,ひゃくしょういっき
百舎重趼,ひゃくしゃちょうけん
百載無窮,ひゃくさいむきゅう
百依百順,ひゃくいひゃくじゅん
眉目清秀,びもくせいしゅう
皮膚之見,ひふのけん
微妙玄通,びみょうげんつう
被髪佯狂,ひはつようきょう
被髪文身,ひはつぶんしん
被髪左衽,ひはつさじん
被髪纓冠,ひはつえいかん
肥馬軽裘,ひばけいきゅう
髀肉之嘆,ひにくのたん
肥肉厚酒,ひにくこうしゅ
篳路藍縷,ひつろらんる
筆力扛鼎,ひつりょくこうてい
匹夫匹婦,ひっぷひっぷ
匹夫之勇,ひっぷのゆう
筆削褒貶,ひっさくほうへん
筆耕硯田,ひっこうけんでん
尾大不掉,びだいふとう
肥大蕃息,ひだいはんそく
悲壮淋漓,ひそうりんり
匪石之心,ひせきのこころ
尾生之信,びせいのしん
美人薄命,びじんはくめい
飛絮漂花,ひじょひょうか
悲傷憔悴,ひしょうしょうすい
美須豪眉,びしゅごうび
微言大義,びげんたいぎ
被堅執鋭,ひけんしつえい
匪躬之節,ひきゅうのせつ
卑躬屈節,ひきゅうくっせつ
媚眼秋波,びがんしゅうは
眉間一尺,びかんいっしゃく
被褐懐玉,ひかつかいぎょく
被害妄想,ひがいもうそう
靡衣婾食,びいとうしょく
美意延年,びいえんねん
百薬之長,ひゃくやくのちょう
百錬成鋼,ひゃくれんせいこう
披星戴月,ひせいたいげつ
披荊斬棘,ひけいざんきょく
飛兎竜文,ひとりょうぶん
猫鼠同眠,びょうそどうみん
描虎類狗,びょうこるいく
飛鷹走狗,ひようそうく
比翼連理,ひよくれんり
百戦錬磨,ひゃくせんれんま
百人百様,ひゃくにんひゃくよう
美酒佳肴,びしゅかこう
美衣美食,びいびしょく
品行方正,ひんこうほうせい
疲労困憊,ひろうこんぱい
表裏一体,ひょうりいったい
百鬼夜行,ひゃっきやこう
百花繚乱,ひゃっかりょうらん
百年河清,ひゃくねんかせい
百折不撓,ひゃくせつふとう
百尺竿頭,ひゃくせきかんとう
眉目秀麗,びもくしゅうれい
誹謗中傷,ひぼうちゅうしょう
悲憤慷慨,ひふんこうがい
非難囂囂,ひなんごうごう
一人相撲,ひとりずもう
皮相浅薄,ひそうせんぱく
美辞麗句,びじれいく
飛耳長目,ひじちょうもく
比肩随踵,ひけんずいしょう
悲喜交交,ひきこもごも
飛花落葉,ひからくよう
悲歌慷慨,ひかこうがい
付和雷同,ふわらいどう
分憂之寄,ぶんゆうのき
墳墓之地,ふんぼのち
分崩離析,ぶんぽうりせき
蚊虻之労,ぶんぼうのろう
蚊虻走牛,ぶんぼうそうぎゅう
聞風喪胆,ぶんぷうそうたん
文武一途,ぶんぶいっと
粉白黛墨,ふんぱくたいぼく
文恬武嬉,ぶんてんぶき
文人墨客,ぶんじんぼっかく
焚書坑儒,ふんしょこうじゅ
粉飾決算,ふんしょくけっさん
文章絶唱,ぶんしょうのぜっしょう
粉粧玉琢,ふんしょうぎょくたく
文従字順,ぶんじゅうじじゅう
粉愁香怨,ふんしゅうこうえん
文質彬彬,ぶんしつひんぴん
蚊子咬牛,ぶんしこうぎゅう
分合集散,ぶんごうしゅうさん
文芸復興,ぶんげいふっこう
刎頸之交,ふんけいのまじわり
武陵桃源,ぶりょうとうげん
夫里之布,ふりのふ
不埒千万,ふらちせんばん
蜉蝣一期,ふゆうのいちご
不毛之地,ふもうのち
榑木之地,ふぼくのち
普遍妥当,ふへんだとう
布韈青鞋 ,ふべつせいあい
舞文弄法,ぶぶんろうほう
不抜之志,ふばつのこころざし
不買美田,ふばいびでん
腐敗堕落,ふはいだらく
敷天之下,ふてんのもと
普天率土,ふてんそつど
釜底抽薪,ふていちゅうしん
物論囂囂,ぶつろんごうごう
仏足石歌,ぶっそくせきか
物議騒然,ぶつぎそうぜん
物換星移,ぶっかんせいい
不知案内,ふちあんない
二股膏薬,ふたまたこうやく
浮石沈木,ふせきちんぼく
附贅懸疣,ふぜいけんゆう
負薪之病,ふしんのへい
負薪之憂,ふしんのうれい
負薪汲水,ふしんきゅうすい
不将不迎,ふしょうふげい
膚受之愬,ふじゅのうったえ
俛首帖耳,ふしゅちょうじ
附耳之言,ふじのげん
不失正鵠,ふしつせいこく
父子相伝,ふしそうでん
巫山之夢,ふざんのゆめ
巫山雲雨,ふざんうんう
俯察仰観,ふさつぎょうかん
夫妻牉合,ふさいはんごう
富国強兵,ふこくきょうへい
不耕不織,ふこうふしょく
不言之教,ふげんのおしえ
不繋之舟,ふけいのふね
腹誹之法,ふくひのほう
不虞之誉,ふぐのほまれ
覆水不返,ふくすいふへん
覆車之戒,ふくしゃのいましめ
伏寇在側,ふくこうざいそく
覆雨翻雲,ふくうほんうん
俯仰之間,ふぎょうのかん
不羈奔放,ふきほんぽう
不羈之才,ふきのさい
不刊之書,ふかんのしょ
浮花浪蕊,ふかろうずい
浮家泛宅,ふかはんたく
夫家之征,ふかのせい
浮瓜沈李,ふかちんり
不解衣帯,ふかいいたい
不壊金剛,ふえこんごう
浮雲之志,ふうんのこころざし
浮雲朝露,ふうんちょうろ
巫雲蜀雨,ふうんしょくう
浮雲驚竜,ふうんきょうりょう
浮雲翳日,ふうんえいじつ
風流韻事,ふうりゅういんじ
風木之悲,ふうぼくのかなしみ
風俗壊乱,ふうぞくかいらん
風霜之任,ふうそうのにん
風霜高潔,ふうそうこうけつ
風樹之歎,ふうじゅのたん
風餐露宿,ふうさんろしゅく
風餐雨臥,ふうさんうが
風月玄度,ふうげつげんたく
富貴利達,ふうきりたつ
富貴福沢,ふうきふくたく
富貴浮雲,ふうきふうん
風紀紊乱,ふうきびんらん
富貴在天,ふうきざいてん
富貴栄華,ふうきえいが
風岸孤峭,ふうがんこしょう
風鬟雨鬢,ふうかんうびん
風雲月露,ふううんげつろ
風雨対牀,ふううたいしょう
風雨凄凄,ふううせいせい
馮異大樹,ふういたいじゅ
布衣之交,ふいのまじわり
布衣之極,ふいのきょく
奮闘努力,ふんとうどりょく
不断節季,ふだんせっき
風櫛雨沐,ふうしつうもく
釜底游魚,ふていのゆうぎょ
釜中之魚,ふちゅうのうお
釜魚甑塵,ふぎょそうじん
風魚之災,ふうぎょのわざわい
焚琴煮鶴,ふんきんしゃかく
鳧趨雀躍,ふすうじゃくやく
不易流行,ふえきりゅうこう
奮励努力,ふんれいどりょく
文明開化,ぶんめいかいか
文武両道,ぶんぶりょうどう
無礼千万,ぶれいせんばん
不立文字,ふりゅうもんじ
不偏不党,ふへんふとう
舞文曲筆,ぶぶんきょくひつ
不得要領,ふとくようりょう
不撓不屈,ふとうふくつ
物心両面,ぶっしんりょうめん
物情騒然,ぶつじょうそうぜん
夫唱婦随,ふしょうふずい
不承不承,ふしょうぶしょう
不惜身命,ふしゃくしんみょう
無事息災,ぶじそくさい
不言不語,ふげんふご
伏竜鳳雛,ふくりょうほうすう
福徳円満,ふくとくえんまん
不倶戴天,ふぐたいてん
複雑多岐,ふくざつたき
複雑怪奇,ふくざつかいき
不協和音,ふきょうわおん
不朽不滅,ふきゅうふめつ
不可思議,ふかしぎ
不可抗力,ふかこうりょく
武運長久,ぶうんちょうきゅう
風林火山,ふうりんかざん
風流三昧,ふうりゅうざんまい
風声鶴唳,ふうせいかくれい
風光明媚,ふうこうめいび
不老長寿,ふろうちょうじゅ
不眠不休,ふみんふきゅう
不即不離,ふそくふり
粉骨砕身,ふんこつさいしん
不老不死,ふろうふし
不平不満,ふへいふまん
不言実行,ふげんじっこう
平穏無事,へいおんぶじ
片利共生,へんりきょうせい
駢拇枝指,べんぼしし
変法自強,へんぽうじきょう
偏旁冠脚,へんぼうかんきゃく
偏僻蔽固,へんぺきへいこ
鞭辟近裏,べんぺききんり
辺幅修飾,へんぷくしゅうしょく
胼胝之労,へんちのろう
辺地粟散,へんちぞくさん
偏袒扼腕,へんたんやくわん
鞭声粛粛,べんせいしゅくしゅく
駢四儷六,べんしれいろく
弁才無礙,べんざいむげ
片言隻句,へんげんせきく
片簡零墨,へんかんれいぼく
卞和泣璧,べんかきゅうへき
別有天地,べつゆうてんち
霹靂一声,へきれきいっせい
壁立千仞,へきりつせんじん
汨羅之鬼,べきらのき
碧落一洗,へきらくいっせん
碧眼紅毛,へきがんこうもう
霹靂閃電,へきれきせんでん
閉明塞聡,へいめいそくそう
平伏膝行,へいふくしっこう
兵者凶器,へいはきょうき
瓶墜簪折,へいついしんせつ
兵車之会,へいしゃのかい
弊帚千金,へいそうせんきん
米泉之精,べいせんのせい
萍水相逢,へいすいそうほう
秉燭夜遊,へいしょくやゆう
平沙落雁,へいさらくがん
平沙万里,へいさばんり
閉口頓首,へいこうとんしゅ
閉月羞花,へいげつしゅうか
平気虚心,へいききょしん
兵戈槍攘,へいかそうじょう
並駕斉駆,へいがせいく
並駆斉駕,へいくせいが
米塩博弁,べいえんはくべん
敝衣蓬髪,へいいほうはつ
弊衣破帽,へいいはぼう
碧血丹心,へきけつたんしん
変態百出,へんたいひゃくしゅつ
兵馬倥偬,へいばこうそう
片言隻語,へんげんせきご
変幻自在,へんげんじざい
平平凡凡,へいへいぼんぼん
平談俗語,へいだんぞくご
平身低頭,へいしんていとう
抱腹絶倒,ほうふくぜっとう
本領安堵,ほんりょうあんど
本来面目,ほんらいのめんもく
奔放不羈,ほんぽうふき
煩悩菩提,ぼんのうぼだい
奔南狩北,ほんなんしゅほく
本地垂迹,ほんちすいじゃく
凡聖一如,ぼんしょういちにょ
翻雲覆雨,ほんうんふくう
奔逸絶塵,ほんいつぜつじん
賁育之勇,ほんいくのゆう
蒲柳之質,ほりゅうのしつ
匍匐膝行,ほふくしっこう
発菩提心,ほつぼだいしん
墨痕淋漓,ぼっこんりんり
法華三昧,ほっけざんまい
輔車脣歯,ほしゃしんし
墨名儒行,ぼくめいじゅこう
北斗七星,ほくとしちせい
北轍南轅,ほくてつなんえん
墨翟之守,ぼくてきのまもり
北窓三友,ほくそうのさんゆう
濮上之音,ぼくじょうのおん
墨守成規,ぼくしゅせいき
墨子悲糸,ぼくしひし
墨子薄葬,ぼくしはくそう
墨子泣糸,ぼくしきゅうしぼ
撲朔謎離,ぼくさくめいり
北轅適楚,ほくえんてきそ
保革伯仲,ほかくはくちゅう
暮雲春樹,ぼうんしゅんじゅ
暴戻恣雎,ぼうれいしき
方領矩歩,ほうりょうくほ
蓬莱弱水,ほうらいじゃくすい
鳳友鸞交,ほうゆうらんこう
蜂目豺声,ほうもくさいせい
泡沫夢幻,ほうまつむげん
蜂房水渦,ほうぼうすいか
放辟邪侈,ほうへきじゃし
望聞問切,ぼうぶんもんせつ
望文生義,ぼうぶんせいぎ
捧腹大笑,ほうふくたいしょう
捧腹絶倒,ほうふくぜっとう
尨眉皓髪,ぼうびこうはつ
豊年満作,ほうねんまんさく
法爾自然,ほうにじねん
茅堵蕭然,ぼうとしょうぜん
蓬頭乱髪,ほうとうらんぱつ
朋党比周,ほうとうひしゅう
放蕩三昧,ほうとうざんまい
蓬頭垢面,ほうとうこうめん
宝鈿玉釵,ほうでんぎょくさい
忙中有閑,ぼうちゅうゆうかん
抱柱之信,ほうちゅうのしん
放胆小心,ほうたんしょうしん
包蔵禍心,ほうぞうかしん
蜂準長目,ほうせつちょうもく
方正之士,ほうせいのし
方枘円鑿,ほうぜいえんさく
抱薪救火,ほうしんきゅうか
亡脣寒歯,ぼうしんかんし
望蜀之嘆,ぼうしょくのたん
飽食煖衣,ほうしょくだんい
飽食終日,ほうしょくしゅうじつ
旁時掣肘,ぼうじせいちゅう
方趾円顱,ほうしえんろ
放語漫言,ほうごまんげん
貌合心離,ぼうごうしんり
奉公守法,ほうこうしゅほう
暴言多罪,ぼうげんたざい
放言高論,ほうげんこうろん
飽経風霜,ほうけいふうそう
暴虐非道,ぼうぎゃくひどう
抱関撃柝,ほうかんげきたく
泛駕之馬,ほうがのうま
放歌高吟,ほうかこうぎん
法界悋気,ほうかいりんき
忘恩負義,ぼうおんふぎ
茅屋采椽,ぼうおくさいてん
鳳凰来儀,ほうおうらいぎ
鳳凰在笯,ほうおうざいど
鳳凰銜書,ほうおうがんしょ
鳳凰于飛,ほうおううひ
砲煙弾雨,ほうえんだんう
逢掖之衣,ほうえきのい
冒雨剪韭,ぼううせんきゅう
褒衣博帯,ほういはくたい
縫衣浅帯,ほういせんたい
輔車相依,ほしゃそうい
墨子兼愛,ぼくしけんあい
報本反始,ほうほんはんし
報恩謝徳,ほうおんしゃとく
報怨以徳,ほうえんいとく
望雲之情,ぼううんのじょう
封豕長蛇,ほうしちょうだ
亡羊補牢,ぼうようほろう
亡羊之嘆,ぼうようのたん
放虎帰山,ほうこきざん
母猿断腸,ぼえんだんちょう
判官贔屓,ほうがんびいき
本家本元,ほんけほんもと
暮色蒼然,ぼしょくそうぜん
放蕩不羈,ほうとうふき
放蕩無頼,ほうとうぶらい
鵬程万里,ほうていばんり
方底円蓋,ほうていえんがい
茫然自失,ぼうぜんじしつ
暴虎馮河,ぼうこひょうが
傍若無人,ぼうじゃくぶじん
暴飲暴食,ぼういんぼうしょく
本末転倒,ほんまつてんとう
満場一致,まんじょういっち
曼理皓歯,まんりこうし
満目蕭条,まんもくしょうじょう
満目荒涼,まんもくこうりょう
万劫末代,まんごうまつだい
満腔春意,まんこうしゅんい
磨礱砥礪,まろうしれい
末路窮途,まつろきゅうと
末法末世,まっぽうまっせ
麻中之蓬,まちゅうのよもぎ
麻姑掻痒,まこそうよう
磨励自彊,まれいじきょう
磨斧作針,まふさくしん
摩頂放踵,まちょうほうしょう
磨穿鉄硯,ませんてっけん
磨杵作針,ましょさくしん
満身創痍,まんしんそうい
漫言放語,まんげんほうご
真一文字,まいちもんじ
未来永劫,みらいえいごう
名聞利養,みょうもんりよう
妙法一乗,みょうほういちじょう
名詮自性,みょうせんじしょう
名字帯刀,みょうじたいとう
妙計奇策,みょうけいきさく
密雲不雨,みつうんふう
三日坊主,みっかぼうず
三日天下,みっかてんか
無理難題,むりなんだい
無量無辺,むりょうむへん
無理往生,むりおうじょう
無余涅槃,むよねはん
無用之用,むようのよう
無明長夜,むみょうじょうや
毋望之禍,むぼうのわざわい
無妄之福,むぼうのふく
無縫天衣,むほうてんい
無辺無礙,むへんむげ
霧鬢風鬟,むびんふうかん
無病呻吟,むびょうしんぎん
無茶苦茶,むちゃくちゃ
無恥厚顔,むちこうがん
無駄方便,むだほうべん
無声無臭,むせいむしゅう
無常迅速,むじょうじんそく
矛盾撞着,むじゅんどうちゃく
無根無蔕,むこんむてい
無辜之民,むこのたみ
無告之民,むこくのたみ
無限泡影,むげんほうよう
無間地獄,むけんじごく
無稽之談,むけいのだん
无何之郷,むかのきょう
無学文盲,むがくもんもう
無援孤立,むえんこりつ
無影無踪,むえいむそう
無為無能,むいむのう
無為自然,むいしぜん
無学無知,むがくむち
無理無体,むりむたい
無理算段,むりさんだん
無欲恬淡,むよくてんたん
無念無想,むねんむそう
無二無三,むにむさん
無手勝流,むてかつりゅう
無知蒙昧,むちもうまい
無私無偏,むしむへん
無罪放免,むざいほうめん
無芸大食,むげいたいしょく
無為無策,むいむさく
無位無官,むいむかん
無為徒食,むいとしょく
無味乾燥,むみかんそう
無病息災,むびょうそくさい
無我夢中,むがむちゅう
面目躍如,めんもくやくじょ
名論卓説,めいろんたくせつ
綿裏包針,めんりほうしん
面折廷諍,めんせつていそう
麪市塩車,めんしえんしゃ
面向不背,めんこうふはい
名存実亡,めいそんじつぼう
明窓浄几,めいそうじょうき
鳴蝉潔飢,めいせんけっき
命世之才,めいせいのさい
名声過実,めいせいかじつ
名声赫赫,めいせいかくかく
盟神探湯,めいしんたんとう
明珠暗投,めいしゅあんとう
迷者不問,めいしゃふもん
名実一体,めいじついったい
明察秋毫,めいさつしゅうごう
冥行擿埴,めいこうてきしょく
迷悟一如,めいごいちにょ
明月之珠,めいげつのたま
冥頑不霊,めいがんふれい
冥冥之志,めいめいのこころざし
銘肌鏤骨,めいきるこつ
面張牛皮,めんちょうぎゅうひ
明朗快活,めいろうかいかつ
名人気質,めいじんかたぎ
面目一新,めんもくいっしん
面壁九年,めんぺきくねん
面従腹背,めんじゅうふくはい
面従後言,めんじゅうこうげん
免許皆伝,めんきょかいでん
滅私奉公,めっしほうこう
迷惑千万,めいわくせんばん
明朗闊達,めいろうかったつ
名誉挽回,めいよばんかい
名誉毀損,めいよきそん
明明白白,めいめいはくはく
明眸皓歯,めいぼうこうし
明哲保身,めいてつほしん
名所旧跡,めいしょきゅうせき
明鏡止水,めいきょうしすい
門外不出,もんがいふしゅつ
問柳尋花,もんりゅうじんか
問答無益,もんどうむえき
問鼎軽重,もんていけいちょう
門前成市,もんぜんせいし
悶絶躄地,もんぜつびゃくじ
文殊知恵,もんじゅのちえ
門巷填隘,もんこうてんあい
両刃之剣,もろはのつるぎ
物我一体,もつがいったい
百舌勘定,もずかんじょう
沐浴抒溷,もくよくじょこん
沐浴斎戒,もくよくさいかい
目挑心招,もくちょうしんしょう
目指気使,もくしきし
妄評多罪,もうひょうたざい
孟仲叔季,もうちゅうしゅくき
妄想之縄,もうぞうのなわ
毛骨悚然,もうこつしょうぜん
妄言多謝,もうげんたしゃ
罔極之恩,もうきょくのおん
物臭道心,ものぐさどうしん
盲亀浮木,もうきふぼく
問牛知馬,もんぎゅうちば
猛虎伏草,もうこふくそう
孟母断機,もうぼだんき
問答無用,もんどうむよう
門前雀羅,もんぜんじゃくら
門戸開放,もんこかいほう
物見遊山,ものみゆさん
目食耳視,もくしょくじし
孟母三遷,もうぼさんせん
夜郎自大,やろうじだい
山雀利根,やまがらりこん
八咫之鏡,やたのかがみ
野戦攻城,やせんこうじょう
約法三章,やくほうさんしょう
薬石無効,やくせきむこう
冶金踊躍,やきんようやく
夜雨対牀,やうたいしょう
野心満満,やしんまんまん
優柔不断,ゆうじゅうふだん
遊戯三昧,ゆげざんまい
悠悠閑閑,ゆうゆうかんかん
優游涵泳,ゆうゆうかんえい
勇猛精進,ゆうもうしょうじん
優孟衣冠,ゆうもういかん
右文左武,ゆうぶんさぶ
有備無患,ゆうびむかん
雄大豪壮,ゆうだいごうそう
雄心勃勃,ゆうしんぼつぼつ
有終之美,ゆうしゅうのび
幽愁暗恨,ゆうしゅうあんこん
宥坐之器,ゆうざのき
有厚無厚,ゆうこうむこう
右賢左戚,ゆうけんさせき
有脚陽春,ゆうきゃくようしゅん
尤雲殢雨,ゆううんていう
游雲驚竜,ゆううんきょうりょう
黝堊丹漆,ゆうあくたんしつ
維摩一黙,ゆいまいちもく
踊躍歓喜,ゆやくかんぎ
邑犬群吠,ゆうけんぐんばい
友好関係,ゆうこうかんけい
勇気凛凛,ゆうきりんりん
勇猛果敢,ゆうもうかかん
有職故実,ゆうそくこじつ
融通無碍,ゆうずうむげ
雄材大略,ゆうざいたいりゃく
有言実行,ゆうげんじっこう
勇気百倍,ゆうきひゃくばい
有害無益,ゆうがいむえき
勇往邁進,ゆうおうまいしん
唯我独尊,ゆいがどくそん
唯一無二,ゆいいつむに
有名無実,ゆうめいむじつ
悠々自適,ゆうゆうじてき
油断大敵,ゆだんたいてき
優勝劣敗,ゆうしょうれっぱい
羊頭狗肉,ようとうくにく
抑揚頓挫,よくようとんざ
夜目遠目,よめとおめ
輿馬風馳,よばふうち
沃野千里,よくやせんり
翼覆嫗煦,よくふうく
薏苡明珠,よくいめいしゅ
用和為貴,ようわいき
瑶林瓊樹,ようりんけいじゅ
耀武揚威,ようぶようい
揚眉吐気,ようびとき
揺頭擺尾,ようとうはいび
蠅頭細書,ようとうさいしょ
庸中佼佼,ようちゅうのこうこう
養生喪死,ようせいそうし
揚清激濁,ようせいげきだく
傭書自資,ようしょじし
用舎行蔵,ようしゃこうぞう
妖姿媚態,ようしびたい
用行舎蔵,ようこうしゃぞう
妖言惑衆,ようげんわくしゅう
庸言庸行,ようげんようこう
陽関三畳,ようかんさんじょう
用管窺天,ようかんきてん
余韻嫋嫋,よいんじょうじょう
羊腸小径,ようちょうしょうけい
羊很狼貪,ようこんろうどん
羊裘垂釣,ようきゅうすいちょう
鷹視狼歩,ようしろうほ
養虎遺患,ようこいかん
羊質虎皮,ようしつこひ
鷹犬之才,ようけんのさい
余裕綽綽,よゆうしゃくしゃく
容貌魁偉,ようぼうかいい
容姿端麗,ようしたんれい
妖怪変化,ようかいへんげ
要害堅固,ようがいけんご
用意周到,よういしゅうとう
乱暴狼藉,らんぼうろうぜき
落月屋梁,らくげつおくりょう
乱離拡散,らんりかくさん
藍田生玉,らんでんしょうぎょく
蘭亭殉葬,らんていじゅんそう
乱臣賊子,らんしんぞくし
乱雑無章,らんざつむしょう
蘭摧玉折,らんさいぎょくせつ
覧古考新,らんここうしん
蘭桂騰芳,らんけいとうほう
蘭薫桂馥,らんくんけいふく
爛額焦頭,らんがくしょうとう
嵐影湖光,らんえいここう
濫竽充数,らんうじゅうすう
落花流水,らっかりゅうすい
落落晨星,らくらくしんせい
洛陽紙価,らくようのしか
落筆点蠅,らくひつてんよう
落穽下石,らくせいかせき
楽禍幸災,らくかこうさい
落英繽紛,らくえいひんぷん
磊磊落落,らいらいらくらく
雷騰雲奔,らいとううんぽん
雷霆万鈞,らいていばんきん
雷陳膠漆,らいちんこうしつ
雷轟電撃,らいごうでんげき
雷轟電転,らいごうでんてん
卵翼之恩,らんよくのおん
鸞翔鳳集,らんしょうほうしゅう
羅雀掘鼠,らじゃくくっそ
落花狼藉,らっかろうぜき
粒粒辛苦,りゅうりゅうしんく
竜虎相搏,りょうこそうはく
戮力同心,りくりょくどうしん
琳琅満目 ,りんろうまんもく
琳琅珠玉,りんろうしゅぎょく
輪廻転生,りんねてんしょう
臨終正念,りんじゅうしょうねん
鱗次櫛比,りんじひっぴ
輪奐一新,りんかんいっしん
麟角鳳嘴,りんかくほうし
驪竜之珠,りりょうのたま
緑林白波,りょくりんはくは
緑酒紅灯,りょくしゅこうとう
綾羅錦繍,りょうらきんしゅう
両鳳連飛,りょうほうれんぴ
良風美俗,りょうふうびぞく
竜蟠蚖肆,りょうばんげんし
竜瞳鳳頸,りょうどうほうけい
遼東之豕,りょうとうのいのこ
竜挐虎擲,りょうだこてき
量体裁衣,りょうたいさいい
竜驤麟振,りょうじょうりんしん
凌霄之志,りょうしょうのこころざし
梁上君子,りょうじょうのくんし
竜舟鳳艒 ,りょうしゅうほうぼう
竜舟鷁首,りょうしゅうげきしゅ
量才録用,りょうさいろくよう
陵谷遷貿 ,りょうこくせんぼう
竜興致雲,りょうこうちうん
竜駒鳳雛,りょうくほうすう
良禽択木,りょうきんたくぼく
良玉精金,りょうぎょくせいきん
良弓難張,りょうきゅうなんちょう
梁冀跋扈,りょうきばっこ
凌雲之志,りょううんのこころざし
流連荒亡,りゅうれんこうぼう
柳緑花紅,りゅうりょくかこう
柳眉倒豎,りゅうびとうじゅ
流星光底,りゅうせいこうてい
流觴曲水,りゅうしょうきょくすい
柳巷花街,りゅうこうかがい
流金鑠石,りゅうきんしゃくせき
柳暗花明,りゅうあんかめい
立錐之地,りっすいのち
履霜之戒,りそうのいましめ
履霜堅氷,りそうけんぴょう
戮力協心,りくりょくきょうしん
離群索居,りぐんさっきょ
六韜三略,りくとうさんりゃく
六尺之孤,りくせきのこ
六菖十菊,りくしょうじゅうぎく
六合同風,りくごうどうふう
六言六蔽,りくげんりくへい
霖雨蒼生,りんうそうせい
臨池学書,りんちがくしょ
流汗淋漓,りゅうかんりんり
流汗滂沱,りゅうかんぼうだ
臨淵羨魚,りんえんせんぎょ
竜戦虎争,りょうせんこそう
竜蟠虎踞,りょうばんこきょ
竜騰虎闘,りょうとうことう
竜頭鷁首,りょうとうげきしゅ
竜跳虎臥,りょうちょうこが
竜攘虎搏,りょうじょうこはく
竜驤虎視,りょうじょうこし
竜吟虎嘯,りょうぎんこしょう
麟鳳亀竜,りんぽうきりゅう
麟子鳳雛,りんしほうすう
竜章鳳姿,りょうしょうほうし
李下瓜田,りかかでん
臨戦態勢,りんせんたいせい
理路整然,りろせいぜん
良知良能,りょうちりょうのう
良妻賢母,りょうさいけんぼ
利用厚生,りようこうせい
流言飛語,りゅうげんひご
理非曲直,りひきょくちょく
力戦奮闘,りきせんふんとう
立身出世,りっしんしゅっせ
離合集散,りごうしゅうさん
臨機応変,りんきおうへん
竜頭蛇尾,りゅうとうだび
利害得失,りがいとくしつ
